rank,youtuber,subscribers,video_views,category,title,uploads,country,abbreviation,channel_type,video_views_rank,country_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,gross_tertiary_education_enrollment,population,unemployment_rate,urban_population,created_at
287,Happy Lives,23200000,2634.0,Science & Technology,Happy Lives,1,United States,US,Entertainment,4053372.0,84.0,6589000000.0,0.0,0.0,0.0,0.0,100000.0,88.2,328239523.0,14.7,270663028.0,2016-03-15
639,Harsh Beniwal,15400000,1781226000.0,Comedy,Harsh Beniwal,165,India,IN,Comedy,5724.0,100.0,27963000.0,7000.0,111900.0,83900.0,1300000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2015-05-06
953,Health Time,12500000,1002219689.0,Howto & Style,Health Time,1810,India,IN,People,11667.0,123.0,1395000.0,349.0,5600.0,4200.0,66900.0,186660.606882439,94.3,1366417754.0,5.36,471031528.0,2016-09-25
751,Hear This Music,14500000,9201428420.0,Music,Hear This Music,39,United States,US,Music,518.0,4.0,48193000.0,12000.0,192800.0,144600.0,2300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2016-02-13
979,Heidi and Zidane HZHtube,12400000,4021409291.0,Entertainment,Heidi and Zidane HZHtube,813,Canada,CA,Entertainment,1900.0,14.0,9595000.0,2400.0,38400.0,28800.0,460600.0,188538.13436823082,88.2,36991981.0,5.56,30628482.0,2015-11-24
942,Heidi y Zidane,12700000,6001189018.0,Music,Heidi y Zidane,600,United States,US,People,1052.0,173.0,16117000.0,4000.0,64500.0,48400.0,773600.0,197335.58976719232,88.2,328239523.0,14.7,270663028.0,2019-12-02
634,Henrique e Juliano,15500000,14619523361.0,Music,Henrique e Juliano,325,Brazil,BR,Music,236.0,35.0,163678000.0,40900.0,654700.0,491000.0,7900000.0,258975.43283317698,88.2,212559417.0,12.08,183241641.0,2009-06-27
307,Heroindori,22600000,9223534599.0,Comedy,Heroindori,495,India,IN,Entertainment,508.0,62.0,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,1400000.0,94.3,1366417754.0,5.36,471031528.0,2020-06-29
440,HiMan,18900000,2855519150.0,People & Blogs,HiMan,375,Russia,RU,Entertainment,3094.0,4.0,24563000.0,6100.0,98300.0,73700.0,1200000.0,310901.3941360594,88.2,144373535.0,4.59,107683889.0,2014-10-16
479,How Ridiculous,18000000,9601137077.0,Sports,How Ridiculous,650,Australia,AU,Sports,478.0,5.0,391298000.0,97800.0,1600000.0,1200000.0,18800000.0,600000.0,36.3,25766605.0,5.27,21844756.0,2009-09-09
523,HowToBasic,17300000,3684816159.0,Howto & Style,HowToBasic,582,Australia,AU,Howto,2146.0,6.0,15525000.0,3900.0,62100.0,46600.0,745200.0,282925.18523228314,36.3,25766605.0,5.27,21844756.0,2011-12-08
896,Hungria Hip Hop,13100000,4608751851.0,Music,Hungria Hip Hop,73,Brazil,BR,Music,1541.0,50.0,48223000.0,12100.0,192900.0,144700.0,2300000.0,203251.68895992116,88.2,212559417.0,12.08,183241641.0,2013-04-13
556,IDEAS EN 5 MINUTOS,16600000,3696973456.0,Howto & Style,Ideas En 5 Minutos,216,Spain,ES,Entertainment,3108857.0,2753.0,65470.0,16.0,262.0,196.0,3100.0,269391.12938711076,28.1,47076781.0,13.96,37927409.0,2017-04-02
515,IGN,17500000,16107116549.0,Gaming,IGN,156215,United States,US,Games,189.0,129.0,98342000.0,24600.0,393400.0,295000.0,4700000.0,298594.2160012296,88.2,328239523.0,14.7,270663028.0,2006-09-19
650,ILYA BORZOV,15300000,9938811455.0,People & Blogs,ILYA BORZOV,2175,Russia,RU,People,441.0,8.0,475565000.0,118900.0,1900000.0,1400000.0,22800000.0,800000.0,88.2,144373535.0,4.59,107683889.0,2021-04-01
468,IShowSpeed,18300000,1556003039.0,Gaming,IShowSpeed,1324,United States,US,Games,6734.0,120.0,140261000.0,35100.0,561000.0,420800.0,6700000.0,800000.0,88.2,328239523.0,14.7,270663028.0,2016-03-21
155,ImagineDragons,30700000,16793072362.0,Music,ImagineDragons,92,United States,US,Music,169.0,45.0,188837000.0,47200.0,755300.0,566500.0,9100000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-08-03
108,IndiaTV,35500000,16105023749.0,News & Politics,IndiaTV,273255,India,IN,News,185.0,27.0,290847000.0,72700.0,1200000.0,872500.0,14000000.0,600000.0,94.3,1366417754.0,5.36,471031528.0,2006-08-26
761,Indore Physical Academy,14400000,4156427797.0,People & Blogs,Indore Physical Academy,1838,India,IN,People,1793.0,107.0,70409000.0,17600.0,281600.0,211200.0,3400000.0,200000.0,94.3,1366417754.0,5.36,471031528.0,2014-04-19
222,Indosiar,25900000,11372071889.0,Music,Indosiar,65286,Indonesia,ID,Entertainment,358.0,5.0,230183000.0,57500.0,920700.0,690500.0,11000000.0,600000.0,28.1,270203917.0,4.69,151509724.0,2013-09-23
346,Infinite,21300000,5141834668.0,Entertainment,Infinite,1608,United States,US,Entertainment,1296.0,98.0,68350000.0,17100.0,273400.0,205100.0,3300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2014-08-21
41,Infobells - Hindi,53300000,30516172739.0,Education,Infobells - Hindi,577,India,IN,Education,37.0,16.0,815949000.0,204000.0,3300000.0,2400000.0,39200000.0,1600000.0,94.3,1366417754.0,5.36,471031528.0,2014-06-06
632,Infobells Bangla,15500000,7776706184.0,Education,Infobells Bangla,359,India,IN,Education,687.0,98.0,167888000.0,42000.0,671600.0,503700.0,8100000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2016-06-13
772,Invento na Hora,14200000,4040297006.0,Film & Animation,Invento na Hora,1281,Brazil,BR,Entertainment,1877.0,43.0,19029000.0,4800.0,76100.0,57100.0,913400.0,223504.90697417507,88.2,212559417.0,12.08,183241641.0,2014-10-18
345,Ishaan Ali 11,21300000,12761253839.0,People & Blogs,Ishaan Ali 11,951,India,IN,People,301.0,68.0,729409000.0,182400.0,2900000.0,2200000.0,35000000.0,1600000.0,94.3,1366417754.0,5.36,471031528.0,2016-07-27
71,Ishtar Music,41400000,17608931161.0,Trailers,Ishtar Music,4510,India,IN,Music,155.0,20.0,180942000.0,45200.0,723800.0,542800.0,8700000.0,400000.0,94.3,1366417754.0,5.36,471031528.0,2005-09-22
661,It's Mamix,15100000,1777072487.0,People & Blogs,It's Mamix,210,United States,US,People,5778.0,150.0,15984000.0,4000.0,63900.0,48000.0,767200.0,237851.32852576958,88.2,328239523.0,14.7,270663028.0,2017-02-01
554,Ivana Alawi,16600000,1318442641.0,Music,Ivana Alawi,180,Philippines,PH,People,8338.0,5.0,15079000.0,3800.0,60300.0,45200.0,723800.0,100000.0,88.2,108116615.0,2.15,50975903.0,2018-06-01
117,J Balvin,34100000,23005313609.0,Music,J Balvin,141,Colombia,CO,Music,89.0,2.0,128696000.0,32200.0,514800.0,386100.0,6200000.0,100000.0,51.3,50339443.0,9.71,40827302.0,2011-02-18
511,JFlaMusic,17600000,3802280098.0,Music,JFlaMusic,326,South Korea,KR,Music,2056.0,12.0,11099000.0,2800.0,44400.0,33300.0,532700.0,288911.9202140103,51.3,51709098.0,4.15,42106719.0,2011-08-22
585,JJ Olatunji,16200000,4076692623.0,Gaming,JJ Olatunji,1294,United Kingdom,GB,Entertainment,1856.0,23.0,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2011-01-26
836,JOJO TV - Hindi Stories,13600000,5141201173.0,Education,JOJO TV - Hindi Stories,1097,India,IN,Film,1303.0,114.0,10764000.0,2700.0,43100.0,32300.0,516700.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2016-12-25
842,JULIA GISELLA,13500000,5380132790.0,Entertainment,Julia Gisella,19,United Kingdom,GB,Music,3767960.0,2492.0,1615.0,0.4,6.0,5.0,78.0,130.0,88.2,66834405.0,3.85,55908316.0,2015-03-24
196,JYP Entertainment,27400000,19883150017.0,Music,JYP Entertainment,1753,South Korea,KR,Music,124.0,4.0,307631000.0,76900.0,1200000.0,922900.0,14800000.0,200000.0,51.3,51709098.0,4.15,42106719.0,2008-01-25
472,Jake Fellman,18100000,13378360425.0,Entertainment,Jake Fellman,420,United States,US,Entertainment,274.0,122.0,497044000.0,124300.0,2000000.0,1500000.0,23900000.0,700000.0,88.2,328239523.0,14.7,270663028.0,2012-10-13
377,Jake Paul,20400000,7311322368.0,People & Blogs,Jake Paul,1006,United States,US,People,778.0,105.0,14646000.0,3700.0,58600.0,43900.0,703000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2013-09-19
267,James Charles,23900000,4067878931.0,Entertainment,James Charles,505,United States,US,Entertainment,1860.0,79.0,58126000.0,14500.0,232500.0,174400.0,2800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2015-12-01
809,Jamuna TV,13900000,12129583055.0,News & Politics,jamuna tv24,6,Bangladesh,BD,Entertainment,4056658.0,3776.0,1.0,0.0,0.0,0.0,0.05,226703.20478448147,51.3,167310838.0,4.19,60987417.0,2021-02-10
491,Jason Derulo,17900000,9887116267.0,Music,Jason Derulo,830,United States,US,Music,446.0,124.0,447891000.0,112000.0,1800000.0,1300000.0,21500000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2008-07-21
527,Jason Vlogs,17200000,8903647480.0,Education,Jason Oo,83,Australia,AU,People,4031958.0,3450.0,25.0,0.01,0.1,0.08,1.0,287939.67746945255,36.3,25766605.0,5.27,21844756.0,2014-09-11
803,Jazzghost,13900000,5673347763.0,Gaming,Jazzghost,5494,Brazil,BR,Games,1140.0,46.0,106718000.0,26700.0,426900.0,320200.0,5100000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2012-08-30
282,Jelly,23500000,14777034543.0,Gaming,Jelly,6066,United Kingdom,GB,Games,229.0,13.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,408276.6743362604,88.2,66834405.0,3.85,55908316.0,2014-05-27
410,JennaMarbles,19700000,1803249241.0,Comedy,JennaMarbles,250,United States,US,Comedy,5665.0,112.0,3769000.0,942.0,15100.0,11300.0,180900.0,325092.59001455305,88.2,328239523.0,14.7,270663028.0,2010-02-16
582,Jennifer Lopez,16200000,10227242833.0,Music,Jennifer Lopez,258,United States,US,Music,426.0,140.0,63441000.0,15900.0,253800.0,190300.0,3000000.0,269874.4382871922,88.2,328239523.0,14.7,270663028.0,2005-11-18
118,Jess No Limit,34000000,3963007415.0,Entertainment,Jess No Limit,2284,Indonesia,ID,Entertainment,1882.0,1.0,547141000.0,136800.0,2200000.0,1600000.0,26300000.0,5500000.0,28.1,270203917.0,4.69,151509724.0,2017-09-07
907,JesseAndMike,13000000,9999238237.0,Entertainment,JesseAndMike,716,United States,US,Entertainment,440.0,170.0,41109000.0,10300.0,164400.0,123300.0,2000000.0,207714.07540084812,88.2,328239523.0,14.7,270663028.0,2007-04-29
728,Jesser,14600000,3603556207.0,Gaming,Jesser,1244,United States,US,Entertainment,2223.0,155.0,92594000.0,23100.0,370400.0,277800.0,4400000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2012-07-09
430,Jimmy Kimmel Live,19100000,13124645973.0,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283.0,115.0,17243000.0,4300.0,69000.0,51700.0,827600.0,326118.7019808074,88.2,328239523.0,14.7,270663028.0,2006-09-20
119,Jingle Toons,34000000,11351015824.0,Film & Animation,Jingle Toons,240,India,IN,Film,360.0,32.0,179903000.0,45000.0,719600.0,539700.0,8600000.0,600000.0,94.3,1366417754.0,5.36,471031528.0,2013-01-24
95,Jkk Entertainment,37200000,16402066717.0,Comedy,Jkk Entertainment,220,India,IN,Comedy,178.0,24.0,49861000.0,12500.0,199400.0,149600.0,2400000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2017-03-20
905,Jomy Production,13000000,5057163256.0,Entertainment,SRK Edie soon,8,India,IN,Entertainment,3686280.0,5227.0,2.0,0.0,0.01,0.01,0.1,201967.15597632437,94.3,1366417754.0,5.36,471031528.0,2021-03-18
561,Jordan Matter,16600000,5819508534.0,Entertainment,Jordan Matter,413,United States,US,Entertainment,1088.0,136.0,199033000.0,49800.0,796100.0,597100.0,9600000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2006-12-21
710,Jorge & Mateus Oficial,14800000,9076642765.0,Music,Jorge & Mateus Oficial,318,Brazil,BR,Music,529.0,38.0,88120000.0,22000.0,352500.0,264400.0,4200000.0,241576.63641430743,88.2,212559417.0,12.08,183241641.0,2008-07-29
278,Juan De Dios Pantoja,23600000,2135644776.0,Entertainment,Juan De Dios Pantoja,226,Mexico,MX,People,4529.0,11.0,46862000.0,11700.0,187400.0,140600.0,2200000.0,200000.0,88.2,126014024.0,3.42,102626859.0,2014-06-09
45,JuegaGerman,48100000,14631710289.0,Gaming,JuegaGerman,2052,Chile,CL,Games,237.0,1.0,66388000.0,16600.0,265600.0,199200.0,3200000.0,200000.0,88.2,18952038.0,7.09,16610135.0,2013-05-19
422,JukiLop,19400000,1577859332.0,People & Blogs,JukiLop,85,Mexico,MX,People,6674.0,14.0,2382000.0,595.0,9500.0,7100.0,114300.0,100000.0,88.2,126014024.0,3.42,102626859.0,2017-09-15
627,Juliana Baltar,15600000,3869457097.0,Entertainment,Juliana Baltar,2019,Brazil,BR,Entertainment,2002.0,34.0,56218000.0,14100.0,224900.0,168700.0,2700000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2010-05-09
871,Just For Laughs Gags,13300000,7406628736.0,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,764.0,167.0,17468000.0,4400.0,69900.0,52400.0,838500.0,100000.0,88.2,328239523.0,14.7,270663028.0,2007-01-14
20,Justin Bieber,71600000,30608119724.0,Music,Justin Bieber,249,Canada,CA,Music,38.0,1.0,176326000.0,44100.0,705300.0,529000.0,8500000.0,100000.0,88.2,36991981.0,5.56,30628482.0,2007-01-15
149,JustinBieberVEVO,31600000,26583873105.0,Music,JustinBieberVEVO,204,United States,US,Music,63.0,42.0,105126000.0,26300.0,420500.0,315400.0,5000000.0,514025.5952014331,88.2,328239523.0,14.7,270663028.0,2009-09-26
137,KAROL G,32100000,18699145555.0,Music,KAROL G,134,Colombia,CO,Music,140.0,3.0,465647000.0,116400.0,1900000.0,1400000.0,22400000.0,300000.0,51.3,50339443.0,9.71,40827302.0,2013-03-14
439,KBS WORLD TV,19000000,15126092508.0,Entertainment,KBS WORLD TV,64496,South Korea,KR,Entertainment,217.0,8.0,107989000.0,27000.0,432000.0,324000.0,5200000.0,325235.70048538694,51.3,51709098.0,4.15,42106719.0,2007-01-06
127,KHANDESHI MOVIES,33500000,11405809704.0,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357.0,35.0,24736000.0,6200.0,98900.0,74200.0,1200000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-11-11
690,KOMPASTV,15000000,11827310821.0,News & Politics,KOMPASTV,269050,Indonesia,ID,News,331.0,25.0,113064000.0,28300.0,452300.0,339200.0,5400000.0,100000.0,28.1,270203917.0,4.69,151509724.0,2013-08-23
263,KSI,24100000,6002166932.0,Entertainment,KSI,1252,United Kingdom,GB,Music,1053.0,10.0,5439000.0,1400.0,21800.0,16300.0,261100.0,412370.08884425426,88.2,66834405.0,3.85,55908316.0,2009-07-25
872,Kabita's Kitchen,13300000,2831275503.0,Howto & Style,Kabita's Kitchen,1489,India,IN,Howto,3123.0,117.0,43118000.0,10800.0,172500.0,129400.0,2100000.0,204264.82041043148,94.3,1366417754.0,5.36,471031528.0,2014-10-07
636,Kashvi Adlakha,15500000,12714141740.0,Entertainment,Kashvi Adlakha,1525,India,IN,Entertainment,300.0,99.0,139123000.0,34800.0,556500.0,417400.0,6700000.0,200000.0,94.3,1366417754.0,5.36,471031528.0,2017-04-09
631,Katakit Baby TV,15500000,6386271870.0,Music,Katakit Baby TV,220,Saudi Arabia,SA,Music,954.0,4.0,90914000.0,22700.0,363700.0,272700.0,4400000.0,200000.0,49.3,34268528.0,5.93,28807838.0,2010-07-26
486,KatieAngel,17900000,3841205465.0,People & Blogs,KatieAngel,982,United States,US,Music,2014.0,125.0,51687000.0,12900.0,206700.0,155100.0,2500000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2015-05-19
59,Katy Perry,44200000,25458952022.0,Music,Katy Perry,128,United States,US,Music,70.0,19.0,134242000.0,33600.0,537000.0,402700.0,6400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2008-06-01
249,KatyPerryVEVO,24600000,23755792542.0,Music,KatyPerryVEVO,175,United States,US,Music,82.0,74.0,88940000.0,22200.0,355800.0,266800.0,4300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-12-13
567,Kaykai Salaider,16400000,4434679706.0,Comedy,Kaykai Salaider,428,Thailand,TH,Entertainment,1636.0,9.0,9341000.0,2300.0,37400.0,28000.0,448400.0,266796.9677019061,28.1,69625582.0,0.75,35294600.0,2011-01-24
646,Kerajinan 5-Menit,15400000,4750420071.0,People & Blogs,Kerajinan 5-Menit,4186,Indonesia,ID,Howto,1461.0,23.0,19740000.0,4900.0,79000.0,59200.0,947500.0,248129.4312873813,28.1,270203917.0,4.69,151509724.0,2018-11-21
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246.0,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780.0,71.0,113420000.0,28400.0,453700.0,340300.0,5400000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2017-05-25
583,Kids Play,16200000,8091706232.0,Entertainment,Kids Play,593,United States,US,Entertainment,636.0,140.0,25912000.0,6500.0,103600.0,77700.0,1200000.0,267967.1637183546,88.2,328239523.0,14.7,270663028.0,2018-05-14
294,Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Shows,Kids TV - Nursery Rhymes And Baby Songs,3781,United States,US,Music,282.0,85.0,128448000.0,32100.0,513800.0,385300.0,6200000.0,700000.0,88.2,328239523.0,14.7,270663028.0,2013-08-30
820,Kids TV India Hindi Nursery Rhymes,13800000,6646953396.0,Shows,Kids TV India Hindi Nursery Rhymes,1505,India,IN,Education,898.0,112.0,78651000.0,19700.0,314600.0,236000.0,3800000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2014-11-17
72,Kimberly Loaiza,41300000,5603111948.0,People & Blogs,Kimberly Loaiza,291,Mexico,MX,People,1157.0,2.0,136745000.0,34200.0,547000.0,410200.0,6600000.0,400000.0,88.2,126014024.0,3.42,102626859.0,2016-11-16
318,Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Entertainment,Kinder Spielzeug Kanal (Kidibli),999,United States,US,Entertainment,370.0,92.0,139333000.0,34800.0,557300.0,418000.0,6700000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2015-09-25
865,Kurt Hugo Schneider,13300000,3733856870.0,Entertainment,Kurt Hugo Schneider,698,United States,US,Entertainment,2110.0,167.0,4233000.0,1100.0,16900.0,12700.0,203200.0,205519.60631098252,88.2,328239523.0,14.7,270663028.0,2007-10-16
684,Kwebbelkop,15000000,6889304306.0,Gaming,Kwebbelkop,5198,United States,US,Film,857.0,151.0,29724000.0,7400.0,118900.0,89200.0,1400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2008-04-02
588,LEGO,16200000,20522339099.0,Entertainment,LEGO,31889,Singapore,SG,Entertainment,116.0,1.0,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000.0,28.1,5703569.0,4.11,5703569.0,2005-10-22
360,LIV Crime,20900000,11058049885.0,People & Blogs,LIV Crime,9850,United States,US,People,372.0,100.0,383700000.0,95900.0,1500000.0,1200000.0,18400000.0,600000.0,88.2,328239523.0,14.7,270663028.0,2020-08-18
649,LOKESH GAMER,15300000,1640078055.0,Gaming,LOKESH GAMER,1397,India,IN,Games,6356.0,101.0,5920000.0,1500.0,23700.0,17800.0,284200.0,241499.5103674371,94.3,1366417754.0,5.36,471031528.0,2017-11-16
974,LOUD,12400000,2394143260.0,Gaming,WatchLOUD,690,United States,US,Entertainment,186431.0,1795.0,27596.0,7.0,110.0,83.0,1300.0,186329.71118326098,88.2,328239523.0,14.7,270663028.0,2006-01-04
707,Lachlan,14800000,5269059435.0,Gaming,Lachlan,3834,Australia,AU,Games,1253.0,7.0,21072000.0,5300.0,84300.0,63200.0,1000000.0,237260.17291641186,36.3,25766605.0,5.27,21844756.0,2013-03-19
844,Lady Diana,13500000,8265920659.0,Entertainment,Lady Diana,1403,Ukraine,UA,People,620.0,4.0,75162000.0,18800.0,300600.0,225500.0,3600000.0,100000.0,81.9,44385155.0,8.88,30835699.0,2016-03-21
288,Lady Gaga,23200000,15751661213.0,People & Blogs,Lady Gaga,172,United States,US,Music,198.0,83.0,143169000.0,35800.0,572700.0,429500.0,6900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2008-05-15
559,Lahari Music - TSeries,16600000,11946217860.0,Music,Lahari Music - TSeries,8976,India,IN,Music,326.0,91.0,89012000.0,22300.0,356000.0,267000.0,4300000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2011-11-21
789,Lana Del Rey,14100000,6884215292.0,Music,Lana Del Rey,43,United States,US,Music,856.0,160.0,135563000.0,33900.0,542300.0,406700.0,6500000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2011-05-05
232,LankyBox,25400000,34300482066.0,Comedy,LankyBox,8775,United States,US,Games,29.0,69.0,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,600000.0,88.2,328239523.0,14.7,270663028.0,2016-07-30
374,LazarBeam,20500000,8768697257.0,Gaming,LazarBeam,1323,Australia,AU,Games,565.0,3.0,26082000.0,6500.0,104300.0,78200.0,1300000.0,349798.89173966437,36.3,25766605.0,5.27,21844756.0,2015-01-04
680,League of Legends,15000000,7159750970.0,Gaming,League of Legends,1362,United States,US,Games,805.0,151.0,43133000.0,10800.0,172500.0,129400.0,2100000.0,243518.30943122553,88.2,328239523.0,14.7,270663028.0,2009-02-09
488,Lele Pons,17900000,5244917119.0,Comedy,Lele Pons,185,United States,US,Entertainment,1264.0,125.0,18548000.0,4600.0,74200.0,55600.0,890300.0,297207.4612527514,88.2,328239523.0,14.7,270663028.0,2015-09-19
311,LeoNata Family,22600000,27084848152.0,People & Blogs,LeoNata Family,2321,United States,US,People,57.0,87.0,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,1300000.0,88.2,328239523.0,14.7,270663028.0,2021-09-28
504,Les' Copaque Production,17700000,9059696049.0,Film & Animation,Les' Copaque Production,1716,Malaysia,MY,Entertainment,531.0,1.0,117727000.0,29400.0,470900.0,353200.0,5700000.0,200000.0,88.9,32447385.0,3.32,24475766.0,2009-11-09
9,Like Nastya,106000000,90479060027.0,People & Blogs,Like Nastya Vlog,493,Russia,RU,People,630.0,5.0,48947000.0,12200.0,195800.0,146800.0,2300000.0,100000.0,88.2,144373535.0,4.59,107683889.0,2016-01-14
252,Like Nastya AE,24400000,12385924995.0,Entertainment,Like Nastya AE,658,United States,US,Entertainment,312.0,75.0,169865000.0,42500.0,679500.0,509600.0,8200000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2018-12-19
93,Like Nastya ESP,37600000,18208196857.0,Entertainment,Like Nastya ESP,743,United States,US,Entertainment,145.0,29.0,321026000.0,80300.0,1300000.0,963100.0,15400000.0,700000.0,88.2,328239523.0,14.7,270663028.0,2017-04-22
547,Like Nastya IDN,16800000,7195314800.0,Entertainment,Like Nastya IDN,502,Indonesia,ID,Entertainment,795.0,19.0,42836000.0,10700.0,171300.0,128500.0,2100000.0,100000.0,28.1,270203917.0,4.69,151509724.0,2019-11-22
69,Like Nastya Show,42400000,19547696190.0,Entertainment,Like Nastya Show,618,United States,US,Entertainment,128.0,21.0,53202000.0,13300.0,212800.0,159600.0,2600000.0,592163.6013100881,88.2,328239523.0,14.7,270663028.0,2017-11-14
737,Like Nastya Stories,14500000,6944967581.0,Entertainment,Like Nastya Stories,479,United States,US,Entertainment,848.0,156.0,29941000.0,7500.0,119800.0,89800.0,1400000.0,233481.86111965452,88.2,328239523.0,14.7,270663028.0,2019-09-09
490,Like Nastya VNM,17900000,9867515979.0,Entertainment,Like Nastya VNM,602,Vietnam,VN,Entertainment,455.0,1.0,84467000.0,21100.0,337900.0,253400.0,4100000.0,100000.0,28.1,96462106.0,2.01,35332140.0,2019-11-22
459,Like Nastya Vlog,18500000,8147575884.0,People & Blogs,Like Nastya Vlog,493,Russia,RU,People,630.0,5.0,48947000.0,12200.0,195800.0,146800.0,2300000.0,100000.0,88.2,144373535.0,4.59,107683889.0,2016-01-14
752,Lilly Singh,14500000,3517662420.0,Comedy,Lilly Singh,1064,Canada,CA,Comedy,2297.0,8.0,5329000.0,1300.0,21300.0,16000.0,255800.0,228387.4303634173,88.2,36991981.0,5.56,30628482.0,2010-10-29
835,Lindsey Stirling,13600000,3764608356.0,Music,Lindsey Stirling,199,United States,US,Music,2084.0,163.0,15277000.0,3800.0,61100.0,45800.0,733300.0,100000.0,88.2,328239523.0,14.7,270663028.0,2007-05-20
626,Linus Tech Tips,15600000,7172386509.0,Science & Technology,Linus Tech Tips,6542,Canada,CA,Tech,802.0,7.0,88224000.0,22100.0,352900.0,264700.0,4200000.0,100000.0,88.2,36991981.0,5.56,30628482.0,2008-11-25
169,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,Education,Little Angel: Nursery Rhymes & Kids Songs,1349,United States,US,Education,95.0,49.0,107525000.0,26900.0,430100.0,322600.0,5200000.0,499813.9549699632,88.2,328239523.0,14.7,270663028.0,2015-12-14
73,Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,39450824833.0,Education,Little Baby Bum - Nursery Rhymes & Kids Songs,2423,United States,US,Education,22.0,22.0,98775000.0,24700.0,395100.0,296300.0,4700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2011-06-22
576,Little Mix,16300000,7520242626.0,Music,Little Mix,278,United Kingdom,GB,Music,740.0,22.0,38604000.0,9700.0,154400.0,115800.0,1900000.0,269176.40954791836,88.2,66834405.0,3.85,55908316.0,2011-11-30
532,Liza Koshy,17100000,2173106162.0,Comedy,Liza Koshy,142,United States,US,Entertainment,4443.0,132.0,1761000.0,440.0,7000.0,5300.0,84500.0,277093.67592365685,88.2,328239523.0,14.7,270663028.0,2013-09-02
904,Lofi Girl,13000000,1698279553.0,Music,Lofi Girl,409,France,FR,Music,6059.0,3.0,30471000.0,7600.0,121900.0,91400.0,1500000.0,100000.0,28.1,67059887.0,8.43,54123364.0,2015-03-18
279,Logan Paul,23600000,5994002464.0,Entertainment,Logan Paul,719,United States,US,Entertainment,1057.0,82.0,10803000.0,2700.0,43200.0,32400.0,518600.0,402609.69343080453,88.2,328239523.0,14.7,270663028.0,2015-08-29
891,Lokdhun Punjabi,13100000,4712624489.0,Music,Lokdhun Punjabi,1262,India,IN,Music,1484.0,119.0,34438000.0,8600.0,137800.0,103300.0,1700000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2010-12-27
225,LosPolinesios,25700000,7466926260.0,People & Blogs,LosPolinesios,982,Mexico,MX,People,746.0,8.0,30501000.0,7600.0,122000.0,91500.0,1500000.0,441521.14512951375,88.2,126014024.0,3.42,102626859.0,2012-12-16
739,Lotus Music,14500000,1739129375.0,Entertainment,Lotus Music,514,India,IN,Tech,5926.0,107.0,23034000.0,5800.0,92100.0,69100.0,1100000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2021-06-01
148,Lucas and Marcus,31600000,11615848291.0,Entertainment,Lucas and Marcus,1321,United States,US,Entertainment,339.0,42.0,312099000.0,78000.0,1200000.0,936300.0,15000000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2011-01-19
